GEMCODE,NAAM,PLAATSCODE
1900,"Kornwerderzand","2315"
1900,"Lollum","2316"
1900,"Longerhouw","2317"
1900,"Makkum","2318"
1900,"Parrega","2319"
1900,"Piaam","2320"
1900,"Pingjum","2321"
1900,"Schettens","2322"
1900,"Schraard","2323"
1900,"Tjerkwerd","2324"
1900,"Witmarsum","2325"
1900,"Wons","2326"
1900,"Zurich","2327"
984,"Castenray","2328"
984,"Heide","2329"
58,"Bornwird","3389"
58,"Brantgum","3390"
58,"Dokkum","3391"
58,"Ee","3392"
58,"Engwierum","3393"
53,"Saaxumhuizen","2471"
53,"Sauwerd","2472"
53,"Tinallinge","2473"
53,"Wetsinge","2474"
86,"Jonkerslân","3348"
86,"Langezwaag","3349"
86,"Lippenhuizen","3350"
86,"Luxwoude","3351"
86,"Nij Beets","3352"
86,"Olterterp","3353"
984,"Leunen","2330"
984,"Merselo","2331"
984,"Oirlo","2332"
984,"Oostrum","2333"
58,"Foudgum","3394"
58,"Hantum","3395"
58,"Hantumeruitburen","3396"
86,"Siegerswoude","3354"
86,"Terwispel","3355"
86,"Tijnje","3356"
86,"Ureterp","3357"
86,"Wijnjewoude","3358"
304,"Est","3359"
304,"Haaften","3360"
304,"Heesselt","3361"
304,"Hellouw","3362"
304,"Neerijnen","3363"
304,"Ophemert","3364"
304,"Opijnen","3365"
304,"Tuil","3366"
304,"Varik","3367"
304,"Waardenburg","3368"
984,"Smakt","2334"
984,"Venray","2335"
984,"Veulen","2336"
984,"Vredepeel","2337"
58,"Hantumhuizen","3397"
58,"Hiaure","3398"
58,"Holwerd","3399"
58,"Jouswier","3400"
304,"Zennewijnen","3369"
214,"Asch","3370"
214,"Beusichem","3371"
214,"Buren","3372"
214,"Buurmalsen","3373"
214,"Eck en Wiel","3374"
214,"Erichem","3375"
214,"Ingen","3376"
214,"Kapel-Avezaath","3377"
214,"Kerk-Avezaath","3378"
214,"Lienden","3379"
214,"Maurik","3380"
214,"Ommeren","3381"
214,"Ravenswaaij","3382"
214,"Rijswijk (GLD)","3383"
214,"Zoelen","3384"
214,"Zoelmond","3385"
3,"Appingedam","3386"
984,"Ysselsteyn","2338"
22,"Boerakker","2339"
22,"Enumatil","2340"
22,"Leek","2341"
22,"Lettelbert","2342"
22,"Midwolde","2343"
22,"Oostwold","2344"
58,"Lioessens","3401"
58,"Metslawier","3402"
58,"Moddergat","3403"
1911,"Breezand","3186"
1911,"Wieringerwaard","3187"
1695,"Kamperland","3188"
1695,"Kortgene","3189"
1695,"Colijnsplaat","3190"
1695,"Wissenkerke","3191"
1695,"Kats","3192"
1695,"Geersdijk","3193"
786,"Escharen","3195"
10,"Krewerd","3238"
10,"Losdorp","3239"
10,"Meedhuizen","3240"
10,"Spijk","3241"
10,"Termunten","3242"
10,"Termunterzijl","3243"
10,"Wagenborgen","3244"
10,"Woldendorp","3245"
222,"Doetinchem","3246"
222,"Gaanderen","3247"
222,"Wehl","3248"
828,"Oss","3249"
828,"Berghem","3250"
828,"Megen","3251"
828,"Macharen","3252"
828,"Haren","3253"
828,"Ravenstein","3254"
828,"Herpen","3255"
828,"Deursen-Dennenburg","3256"
828,"Huisseling","3257"
828,"Koolwijk","3258"
828,"Dieden","3259"
828,"Demen","3260"
828,"Neerlangel","3261"
828,"Neerloon","3262"
828,"Overlangel","3263"
828,"Keent","3264"
1891,"Broeksterwâld","3265"
1891,"Damwâld","3266"
1891,"De Falom","3267"
1891,"Driezum","3268"
1891,"Wâlterswâld","3269"
1891,"Rinsumageast","3270"
1891,"Feanwâlden","3271"
1891,"Readtsjerk","3272"
1891,"De Westereen","3273"
1891,"Sibrandahûs","3274"
90,"Boornbergum","3275"
58,"Morra","3404"
177,"Raalte","1491"
177,"Heino","1492"
177,"Mariënheem","1493"
177,"Luttenberg","1494"
177,"Laag Zuthem","1495"
177,"Lierderholthuis","1496"
177,"Broekland","1497"
177,"Heeten","1498"
177,"Nieuw Heeten","1499"
275,"Velp","1500"
275,"Rheden","1501"
275,"De Steeg","1502"
275,"Ellecom","1503"
275,"Dieren","1504"
275,"Spankeren","1505"
275,"Laag-Soeren","1506"
498,"Hem","1507"
498,"Hoogkarspel","1508"
498,"Oosterblokker","1509"
498,"Oosterleek","1510"
498,"Schellinkhout","1511"
498,"Venhuizen","1512"
1931,"Haastrecht","2387"
1931,"Stolwijk","2388"
1931,"Vlist","2389"
1931,"Schoonhoven","2390"
106,"Assen","2391"
106,"Loon","2392"
106,"Rhee","2393"
106,"Ter Aard","2394"
106,"Ubbena","2395"
786,"Gassel","3196"
786,"Grave","3197"
786,"Velp","3198"
1722,"Blije","3199"
1722,"Burdaard","3200"
1722,"Ferwert","3201"
1722,"Ginnum","3202"
1722,"Hallum","3203"
1722,"Hegebeintum","3204"
1722,"Jannum","3205"
1722,"Jislum","3206"
1722,"Lichtaard","3207"
1722,"Marrum","3208"
1722,"Reitsum","3209"
1722,"Wânswert","3210"
236,"Acquoy","3211"
236,"Rhenoy","3212"
236,"Beesd","3213"
236,"Gellicum","3214"
236,"Rumpt","3215"
236,"Enspijk","3216"
236,"Deil","3217"
236,"Geldermalsen","3218"
236,"Meteren","3219"
236,"Tricht","3220"
236,"Buurmalsen","3221"
243,"Harderwijk","3222"
243,"Hierden","3223"
80,"Alde Leie","3224"
80,"Britsum","3225"
80,"Feinsum","3226"
80,"Hijum","3227"
80,"Jelsum","3228"
80,"Koarnjum","3229"
80,"Stiens","3230"
626,"Voorschoten","3231"
10,"Bierum","3232"
10,"Borgsweer","3233"
10,"Delfzijl","3234"
10,"Farmsum","3235"
10,"Godlinze","3236"
10,"Holwierde","3237"
183,"Manderveen","1291"
90,"De Tike","3276"
90,"De Veenhoop","3277"
90,"De Wilgen","3278"
90,"Drachten","3279"
90,"Drachtstercompagnie","3280"
90,"Goëngahuizen","3281"
90,"Houtigehage","3282"
90,"Kortehemmen","3283"
90,"Nijega","3284"
90,"Opeinde","3285"
90,"Oudega","3286"
90,"Rottevalle","3287"
90,"Smalle Ee","3288"
441,"Dirkshorn","3289"
441,"Oudkarspel","3290"
441,"Sint Maarten","3291"
441,"Tuitjenhorn","3292"
441,"Waarland","3293"
441,"Warmenhuizen","3294"
344,"Utrecht","3295"
344,"Vleuten","3296"
498,"Westwoud","1513"
498,"Wijdenes","1514"
1507,"Sevenum","1515"
1507,"Kronenberg","1516"
1507,"Evertsoord","1517"
106,"Zeijerveen","2396"
106,"Zeijerveld","2397"
642,"Heerjansdam","2398"
642,"Zwijndrecht","2399"
1900,"Abbega","2400"
1900,"Blauwhuis","2401"
1900,"Folsgare","2402"
1900,"Gaastmeer","2403"
183,"Mariaparochie","1292"
183,"Reutum","1293"
183,"Tubbergen","1294"
183,"Vasse","1295"
202,"Arnhem","1296"
299,"Zevenaar","1297"
299,"Babberich","1298"
299,"Angerlo","1299"
299,"Giesbeek","1300"
299,"Lathum","1301"
352,"Wijk bij Duurstede","1302"
352,"Langbroek","1303"
352,"Cothen","1304"
473,"Zandvoort","1305"
473,"Bentveld","1306"
798,"Hilvarenbeek","1307"
798,"Diessen","1308"
344,"De Meern","3297"
344,"Haarzuilens","3298"
96,"Vlieland","3299"
874,"Almkerk","3300"
874,"Andel","3301"
1876,"Drempt","1520"
1876,"Hoog-Keppel","1521"
1876,"Laag-Keppel","1522"
1876,"Hummelo","1523"
1876,"Zelhem","1524"
1876,"Halle","1525"
1876,"Steenderen","1526"
1876,"Baak","1527"
1876,"Rha","1528"
1900,"Gauw","2404"
1900,"Goënga","2405"
1900,"Greonterp","2406"
1900,"Heeg","2407"
1900,"Hommerts","2408"
1900,"Idzega","2409"
1900,"IJlst","2410"
874,"Waardhuizen","3305"
798,"Biest-Houtakker","1309"
798,"Haghorst","1310"
798,"Esbeek","1311"
917,"Heerlen","1312"
874,"Giessen","3302"
874,"Rijswijk (NB)","3303"
1876,"Olburgen","1529"
1876,"Bronkhorst","1530"
1876,"Toldijk","1531"
1876,"Vierakker","1532"
874,"Woudrichem","3306"
79,"Augsbuurt","3307"
79,"Burum","3308"
79,"Kollum","3309"
79,"Kollumerpomp","3310"
79,"Kollumerzwaag","3311"
79,"Munnekezijl","3312"
79,"Oudwoude","3313"
79,"Triemen","3314"
79,"Veenklooster","3315"
79,"Warfstermolen","3316"
79,"Westergeest","3317"
79,"Zwagerbosch","3318"
1895,"Blauwestad","3319"
1700,"Bruinehaar","3320"
1700,"Den Ham","3321"
917,"Hoensbroek","1313"
1658,"Heeze","1314"
1658,"Leende","1315"
1658,"Sterksel","1316"
1709,"Willemstad","1317"
1709,"Heijningen","1318"
1709,"Klundert","1319"
874,"Uitwijk","3304"
1876,"Wichmond","1533"
1876,"Vorden","1534"
1876,"Hengelo (Gld)","1535"
1876,"Keijenborg","1536"
1700,"Geerdijk","3322"
1700,"Kloosterhaar","3323"
1700,"Sibculo","3324"
1700,"Vriezenveen","3325"
1700,"Vroomshoop","3326"
1700,"Westerhaar-Vriezenveensewijk","3327"
1581,"Driebergen-Rijsenburg","3335"
1581,"Leersum","3336"
1581,"Amerongen","3337"
1709,"Oudemolen","1320"
1709,"Fijnaart","1321"
1709,"Moerdijk","1322"
1709,"Zevenbergen","1323"
1709,"Standdaarbuiten","1324"
1709,"Noordhoek","1325"
1709,"Langeweg","1326"
1709,"Zevenbergschen Hoek","1327"
415,"Landsmeer","1328"
415,"Den Ilp","1329"
415,"Purmerland","1330"
736,"Abcoude","1332"
736,"Baambrugge","1333"
262,"Almen","1334"
262,"Barchem","1335"
262,"Eefde","1336"
262,"Epse","1337"
262,"Gorssel","1338"
262,"Harfsen","1339"
160,"Ane","1537"
160,"Anerveen","1538"
160,"Anevelde","1539"
160,"Balkbrug","1540"
1895,"Oudezijl","1423"
788,"Biezenmortel","1425"
788,"Esch","1426"
788,"Haaren","1427"
788,"Helvoirt","1428"
981,"Vaals","1429"
981,"Lemiers","1430"
981,"Vijlen","1431"
689,"Arkel","1432"
689,"Giessenburg","1433"
689,"Hoogblokland","1434"
689,"Hoornaar","1435"
689,"Noordeloos","1436"
689,"Schelluinen","1437"
1735,"Ambt Delden","1438"
1735,"Bentelo","1439"
1735,"Delden","1440"
1735,"Diepenheim","1441"
1735,"Goor","1442"
262,"Joppe","1340"
262,"Kring van Dorth","1341"
262,"Laren","1342"
262,"Lochem","1343"
232,"Epe","1344"
232,"Vaassen","1345"
232,"Emst","1346"
232,"Oene","1347"
160,"Bergentheim","1541"
160,"Brucht","1542"
160,"Bruchterveld","1543"
160,"Collendoorn","1544"
160,"De Krim","1545"
160,"Dedemsvaart","1546"
1735,"Hengevelde","1443"
1735,"Markelo","1444"
1659,"Aarle-Rixtel","1445"
1659,"Beek en Donk","1446"
1659,"Lieshout","1447"
1659,"Mariahout","1448"
1684,"Beers NB","1449"
1684,"Cuijk","1450"
1684,"Haps","1451"
1684,"Katwijk NB","1452"
957,"Roermond","2281"
957,"Herten","2282"
957,"Swalmen","2283"
880,"Jisp","2284"
880,"Oostknollendam","2285"
880,"Spijkerboor","2286"
880,"Wormer","2287"
880,"Wijdewormer","2288"
1773,"Olst","1379"
1773,"Wijhe","1380"
1773,"Wesepe","1381"
1773,"Welsum","1382"
1773,"Marle","1383"
861,"Veldhoven","1384"
1930,"Abbenbroek","1385"
160,"Den Velde","1547"
160,"Diffelen","1548"
160,"Gramsbergen","1549"
160,"Hardenberg","1550"
160,"Heemserveen","1551"
160,"Holtheme","1552"
160,"Holthone","1553"
160,"Hoogenweg","1554"
1684,"Linden","1453"
1684,"Sint Agatha","1454"
1684,"Vianen NB","1455"
753,"Best","1456"
1724,"Bergeijk","1457"
1724,"Luyksgestel","1458"
1724,"Riethoven","1459"
1724,"Westerhoven","1460"
938,"Bunde","1461"
938,"Geulle","1462"
938,"Meerssen","1463"
938,"Moorveld","1464"
938,"Ulestraten","1465"
553,"Lisse","1466"
678,"Kapelle","1467"
678,"Kloetinge","1468"
637,"Zoetermeer","2293"
1930,"Geervliet","1386"
1930,"Heenvliet","1387"
530,"Oudenhoorn","1388"
1930,"Simonshaven","1389"
1930,"Zuidland","1390"
377,"Bennebroek","1391"
1904,"Breukelen","1392"
1904,"Kockengen","1393"
1904,"Nieuwer Ter Aa","1394"
301,"Zutphen","1395"
301,"Warnsveld","1396"
765,"Oude Pekela","1397"
765,"Nieuwe Pekela","1398"
340,"Rhenen","1399"
340,"Elst Ut","1400"
851,"De Heen","1401"
851,"Dinteloord","1402"
851,"Kruisland","1403"
851,"Nieuw-Vossemeer","1404"
851,"Steenbergen","1405"
935,"Maastricht","1406"
1774,"Agelo","1407"
1774,"Denekamp","1408"
1774,"Deurningen","1409"
1774,"Lattrop-Breklenkamp","1410"
1774,"Nutter","1411"
1774,"Ootmarsum","1412"
1774,"Oud Ootmarsum","1413"
1774,"Rossum","1414"
1774,"Saasveld","1415"
1774,"Tilligte","1416"
1774,"Weerselo","1417"
1895,"Beerta","1418"
1895,"Finsterwolde","1419"
1895,"Bad Nieuweschans","1420"
1895,"Nieuw Beerta","1421"
160,"Kloosterhaar","1555"
160,"Loozen","1556"
160,"Lutten","1557"
737,"Oentsjerk","2443"
678,"Schore","1469"
678,"Wemeldinge","1470"
1895,"Winschoten","1471"
983,"Venlo","1473"
983,"Tegelen","1474"
983,"Steyl","1475"
983,"Belfeld","1476"
590,"Papendrecht","1477"
294,"Winterswijk","1478"
294,"Winterswijk Meddo","1479"
294,"Winterswijk Huppel","1480"
294,"Winterswijk Ratum","1481"
1895,"Drieborg","1422"
22,"Tolbert","2345"
22,"Zevenhuizen","2346"
158,"Haaksbergen","2347"
361,"Alkmaar","2348"
361,"Koedijk","2349"
361,"Oudorp","2350"
505,"Dordrecht","2351"
531,"Hendrik-Ido-Ambacht","2352"
733,"Asperen","2353"
733,"Herwijnen","2354"
733,"Heukelum","2355"
733,"Spijk","2356"
733,"Vuren","2357"
951,"Nuth","2358"
951,"Hulsberg","2359"
951,"Schimmert","2360"
951,"Wijnandsrade","2361"
737,"Gytsjerk","2444"
737,"Ryptsjerk","2445"
737,"Mûnein","2446"
737,"Tytsjerk","2447"
294,"Winterswijk Kotten","1482"
294,"Winterswijk Woold","1483"
294,"Winterswijk Miste","1484"
294,"Winterswijk Henxel","1485"
294,"Winterswijk Brinkheurne","1486"
294,"Winterswijk Corle","1487"
1911,"Hippolytushoef","1488"
1911,"Den Oever","1489"
1911,"Westerland","1490"
1900,"Indijk","2411"
1900,"Jutrijp","2412"
1900,"Koufurderrige","2413"
1900,"Nijland","2414"
1900,"Oosthem","2415"
1900,"Oppenhuizen","2416"
1900,"Oudega","2417"
1900,"Sandfirden","2418"
1900,"Scharnegoutum","2419"
1900,"Smallebrugge","2420"
1900,"Tirns","2421"
1900,"Tjalhuizum","2422"
1900,"Uitwellingerga","2423"
1900,"Westhem","2424"
1900,"Wolsum","2425"
1900,"Woudsend","2426"
1900,"Ypecolsga","2427"
707,"Tienhoven","2107"
707,"Meerkerk","2108"
707,"Hei- en Boeicop","2109"
707,"Leerbroek","2110"
707,"Nieuwland","2111"
547,"Leiderdorp","2112"
431,"Oostzaan","2113"
56,"Aduard","2114"
56,"Briltil","2115"
56,"Den Ham","2116"
56,"Den Horn","2117"
56,"Grijpskerk","2118"
56,"Kommerzijl","2119"
56,"Lauwerzijl","2120"
56,"Niehove","2121"
56,"Niezijl","2122"
56,"Noordhorn","2123"
56,"Oldehove","2124"
56,"Pieterzijl","2125"
56,"Saaksum","2126"
56,"Visvliet","2127"
56,"Zuidhorn","2128"
437,"Ouderkerk aan de Amstel","2129"
437,"Duivendrecht","2130"
200,"Apeldoorn","2247"
200,"Klarenbeek","2248"
200,"Hoog Soeren","2249"
109,"Benneveld","2146"
109,"Coevorden","2147"
109,"Dalen","2148"
109,"Dalerpeel","2149"
109,"Dalerveen","2150"
109,"De Kiel","2151"
109,"Diphoorn","2152"
109,"Erm","2153"
770,"Duizel","2992"
770,"Eersel","2993"
770,"Knegsel","2994"
770,"Steensel","2995"
770,"Vessem","2996"
770,"Wintelre","2997"
484,"Boskoop","2998"
1696,"Ankeveen","2999"
1696,"'s-Graveland","3000"
1696,"Kortenhoef","3001"
1696,"Loosdrecht","3002"
1696,"Nederhorst den Berg","3003"
1955,"Loerbeek","2209"
1955,"Stokkum","2210"
1955,"Vethuizen","2211"
1701,"Ansen","3104"
1701,"Boschoord","3105"
1701,"Darp","3106"
1701,"Diever","3107"
1701,"Dieverbrug","3108"
200,"Lieren","2250"
200,"Loenen","2251"
200,"Radio Kootwijk","2252"
200,"Wenum Wiesel","2253"
200,"Beemte Broekland","2254"
200,"Uddel","2255"
200,"Ugchelen","2256"
109,"Gees","2154"
109,"Geesbrug","2155"
109,"Holsloot","2156"
109,"Meppen","2157"
109,"Nieuwlande Coevorden","2158"
109,"Noord-Sleen","2159"
109,"Oosterhesselen","2160"
109,"Schoonoord","2161"
109,"Sleen","2162"
109,"Stieltjeskanaal","2163"
109,"'t Haantje","2164"
109,"Wachtum","2165"
109,"Wezup","2166"
109,"Wezuperbrug","2167"
109,"Zweeloo","2168"
109,"Zwinderen","2169"
370,"Middenbeemster","2170"
370,"Noordbeemster","2171"
370,"Westbeemster","2172"
370,"Zuidoostbeemster","2173"
15,"Doezum","2174"
15,"Grootegast","2175"
1696,"Breukeleveen","3004"
1731,"Balinge","3005"
1731,"Beilen","3006"
1731,"Bovensmilde","3007"
1731,"Bruntinge","3008"
1731,"Drijber","3009"
1731,"Elp","3010"
1731,"Eursinge","3011"
1731,"Garminge","3012"
1731,"Hijken","3013"
1731,"Hoogersmilde","3014"
1731,"Hooghalen","3015"
1731,"Mantinge","3016"
1731,"Nieuweroord","3017"
1731,"Nieuw-Balinge","3018"
1701,"Doldersum","3109"
1701,"Dwingeloo","3110"
1701,"Frederiksoord","3111"
1701,"Geeuwenbrug","3112"
1701,"Havelte","3113"
200,"Hoenderloo","2257"
200,"Beekbergen","2258"
25,"Boerakker","2259"
25,"De Wilp","2260"
25,"Jonkersvaart","2261"
25,"Lucaswolde","2262"
25,"Marum","2263"
25,"Niebert","2264"
25,"Noordwijk","2265"
25,"Nuis","2266"
383,"Akersloot","2267"
383,"Castricum","2268"
15,"Kornhorn","2176"
15,"Lutjegast","2177"
15,"Niekerk","2178"
15,"Oldekerk","2179"
15,"Opende","2180"
15,"Sebaldeburen","2181"
74,"Terband","2182"
74,"Luinjeberd","2183"
74,"Tjalleberd","2184"
74,"Gersloot","2185"
74,"Heerenveen","2186"
74,"Nieuweschoot","2187"
74,"Oudeschoot","2188"
74,"Oranjewoud","2189"
74,"De Knipe","2190"
74,"Mildam","2191"
74,"Katlijk","2192"
74,"Bontebok","2193"
74,"Nieuwehorne","2194"
74,"Oudehorne","2195"
74,"Jubbega","2196"
74,"Hoornsterzwaag","2197"
1896,"Genemuiden","2198"
1896,"Hasselt","2199"
1896,"Mastenbroek","2200"
1896,"Zwartsluis","2201"
1955,"Azewijn","2202"
1955,"Beek","2203"
1731,"Oranje","3019"
1731,"Orvelte","3020"
1731,"Smilde","3021"
1731,"Spier","3022"
1731,"Stuifzand","3023"
1701,"Havelterberg","3114"
1701,"Hoogersmilde","3115"
1701,"Nijensleek","3116"
1701,"Oude Willem","3117"
1701,"Pesse","3118"
383,"de Woude","2269"
383,"Limmen","2270"
545,"Leerdam","2271"
545,"Schoonrewoerd","2272"
545,"Kedichem","2273"
545,"Oosterwijk","2274"
1955,"Braamt","2204"
1955,"Didam","2205"
1955,"'s-Heerenberg","2206"
1955,"Kilder","2207"
1955,"Lengel","2208"
1731,"Tiendeveen","3024"
1731,"Westerbork","3025"
1731,"Wijster","3026"
1731,"Witteveen","3027"
1731,"Zuidveld","3028"
1731,"Zwiggelte","3029"
268,"Nijmegen","3030"
523,"Hardinxveld-Giessendam","3031"
1930,"Spijkenisse","3032"
1930,"Hekelingen","3033"
1884,"Hoogmade","3034"
1884,"Kaag","3035"
1884,"Leimuiden","3036"
715,"Hoek","1130"
715,"Koewacht","1131"
715,"Overslag","1132"
715,"Philippine","1133"
715,"Sas van Gent","1134"
715,"Sluiskil","1135"
1701,"Ruinen","3119"
1701,"Spier","3120"
1701,"Uffelte","3121"
1701,"Vledder","3122"
1690,"Veeningen","3171"
1690,"Zuidwolde","3172"
59,"Augustinusga","3173"
59,"Boelenslaan","3174"
59,"Buitenpost","3175"
59,"Drogeham","3176"
59,"Gerkesklooster","3177"
59,"Harkema","3178"
59,"Kootstertille","3179"
59,"Stroobos","3180"
59,"Surhuisterveen","3181"
59,"Surhuizum","3182"
59,"Twijzel","3183"
59,"Twijzelerheide","3184"
1911,"Anna Paulowna","3185"
815,"Wilbertoord","1979"
1927,"Bleskensgraaf ca","1980"
1927,"Brandwijk","1981"
1927,"Goudriaan","1982"
1927,"Molenaarsgraaf","1983"
1927,"Ottoland","1984"
1927,"Oud-Alblas","1985"
1927,"Wijngaarden","1986"
114,"Barger-Compascuum","1987"
114,"Emmen","1988"
114,"Emmer-Compascuum","1989"
114,"Erica","1990"
114,"Klazienaveen","1991"
114,"Klazienaveen-Noord","1992"
114,"Nieuw-Amsterdam","1993"
114,"Nieuw-Dordrecht","1994"
114,"Nieuw-Schoonebeek","1995"
114,"Nieuw-Weerdinge","1996"
114,"Roswinkel","1997"
114,"Schoonebeek","1998"
114,"Veenoord","1999"
114,"Weiteveen","2000"
715,"Spui","1136"
715,"Terneuzen","1137"
715,"Westdorpe","1138"
715,"Zaamslag","1139"
715,"Zuiddorpe","1140"
1926,"Pijnacker","1141"
1926,"Nootdorp","1142"
1926,"Delfgauw","1143"
542,"Krimpen aan den IJssel","1144"
153,"Enschede","1145"
794,"Helmond","1146"
1680,"Amen","1147"
1680,"Anderen","1148"
1680,"Anloo","1149"
1680,"Annen","1150"
1701,"Vledderveen","3123"
1701,"Wapse","3124"
1701,"Wapserveen","3125"
1701,"Wateren","3126"
1924,"Achthuizen","2131"
1924,"Den Bommel","2132"
1924,"Ooltgensplaat","2133"
1924,"Oude-Tonge","2134"
279,"Scherpenzeel","2135"
820,"Nuenen","2136"
530,"Hellevoetsluis","2137"
503,"Delft","2138"
1894,"Meijel","2140"
339,"Renswoude","2141"
221,"Doesburg","2142"
114,"Zandpol","2001"
114,"Zwartemeer","2002"
1525,"Sassenheim","2003"
1525,"Voorhout","2004"
1525,"Warmond","2005"
289,"Wageningen","2006"
273,"Putten","2007"
80,"Baard","2009"
80,"Bears","2010"
1900,"Boazum","2011"
1900,"Britswert","2012"
225,"Deest","2903"
225,"Druten","2904"
225,"Horssen","2905"
225,"Puiflijk","2906"
392,"Haarlem","2907"
1680,"Annerveenschekanaal","1151"
1680,"Balloo","1152"
1680,"Balloërveld","1153"
1680,"Deurze","1154"
1680,"Eext","1155"
1680,"Eexterveen","1156"
1680,"Eexterveenschekanaal","1157"
1680,"Eexterzandvoort","1158"
1680,"Ekehaar","1159"
1680,"Eldersloo","1160"
1701,"Wilhelminaoord","3127"
1701,"Wittelte","3128"
1701,"Zorgvlied","3129"
1705,"Huissen","3130"
1705,"Bemmel","3131"
1705,"Gendt","3132"
1705,"Angeren","3133"
1705,"Doornenburg","3134"
184,"Urk","2143"
384,"Diemen","2144"
1884,"Nieuwe Wetering","3037"
1884,"Oud Ade","3038"
1884,"Oude Wetering","3039"
1884,"Rijnsaterwoude","3040"
1884,"Rijpwetering","3041"
1884,"Roelofarendsveen","3042"
1884,"Woubrugge","3043"
373,"Groet","3044"
373,"Schoorl","3045"
373,"Bergen aan Zee","3046"
373,"Bergen (NH)","3047"
373,"Egmond aan den Hoef","3048"
373,"Egmond aan Zee","3049"
373,"Egmond-Binnen","3050"
627,"Waddinxveen","3051"
809,"Kaatsheuvel","3052"
392,"Spaarndam gem. Haarlem","2908"
1730,"Eelde","2909"
1730,"Paterswolde","2910"
1730,"Eelderwolde","2911"
1730,"Vries","2912"
1730,"Zuidlaren","2913"
1730,"Bunne","2914"
1730,"De Punt","2915"
1730,"Donderen","2916"
1730,"Oudemolen","2917"
1730,"Taarlo","2918"
1730,"Tynaarlo","2919"
1730,"Winde","2920"
1680,"Eleveld","1161"
1680,"Gasselte","1162"
1680,"Gasselternijveen","1163"
1680,"Gasselternijveenschemond","1164"
1680,"Gasteren","1165"
1680,"Geelbroek","1166"
1680,"Gieten","1167"
1680,"Gieterveen","1168"
1680,"Grolloo","1169"
1680,"Marwijksoord","1170"
1680,"Nieuw Annerveen","1171"
1680,"Nieuwediep","1172"
1705,"Loo Gld","3135"
1705,"Haalderen","3136"
1705,"Ressen","3137"
755,"Boekel","3138"
755,"Venhorst","3139"
983,"Arcen","3140"
809,"Loon op Zand","3053"
809,"De Moer","3054"
882,"Landgraaf","3055"
400,"Den Helder","3056"
400,"Huisduinen","3057"
400,"Julianadorp","3058"
1721,"Heesch","3059"
1721,"Heeswijk-Dinther","3060"
1730,"Yde","2921"
1730,"Zeegse","2922"
1730,"Zeijen","2923"
1730,"De Groeve","2924"
1730,"Zuidlaarderveen","2925"
1730,"Midlaren","2926"
277,"Rozendaal","2927"
743,"Asten","2928"
743,"Heusden","2929"
743,"Ommel","2930"
1924,"Goedereede","2931"
1924,"Ouddorp","2932"
1924,"Stellendam","2933"
310,"De Bilt","2934"
310,"Bilthoven","2935"
310,"Maartensdijk","2936"
310,"Groenekan","2937"
310,"Hollandsche Rading","2938"
310,"Westbroek","2939"
1640,"Baexem","2940"
1640,"Buggenum","2941"
1640,"Ell","2942"
1640,"Grathem","2943"
1640,"Haelen","2944"
1640,"Haler","2945"
1680,"Nijlande","1173"
1680,"Nooitgedacht","1174"
1680,"Oud Annerveen","1175"
1680,"Papenvoort","1176"
1680,"Rolde","1177"
1680,"Schipborg","1178"
983,"Lomm","3141"
1721,"Loosbroek","3061"
1721,"Nistelrode","3062"
1721,"Vinkel","3063"
1640,"Heibloem","2946"
1640,"Heythuysen","2947"
1640,"Horn","2948"
1640,"Hunsel","2949"
1640,"Ittervoort","2950"
1640,"Kelpen-Oler","2951"
1640,"Neer","2952"
1640,"Neeritter","2953"
1640,"Nunhem","2954"
1640,"Roggel","2955"
826,"Oosterhout","2956"
826,"Oosteind","2957"
826,"Den Hout","2958"
826,"Dorst","2959"
1714,"Oostburg","2960"
1714,"Aardenburg","2961"
1714,"Sluis","2962"
1714,"Waterlandkerkje","2963"
1714,"Cadzand","2964"
1714,"Breskens","2965"
1714,"Eede","2966"
1714,"Groede","2967"
1714,"Hoofdplaat","2968"
1714,"Nieuwvliet","2969"
1728,"Hapert","1065"
1728,"Hoogeloon","1066"
1728,"Casteren","1067"
1728,"Netersel","1068"
556,"Maassluis","1069"
14,"Groningen","1070"
632,"Woerden","1071"
632,"Harmelen","1072"
632,"Kamerik","1073"
632,"Zegveld","1074"
50,"Zeewolde","1075"
1680,"Schoonloo","1179"
1680,"Spijkerboor","1180"
1680,"Vredenheim","1181"
193,"Zwolle","1182"
1598,"Avenhorn","1183"
1598,"Berkhout","1184"
983,"Velden","3142"
1924,"Middelharnis","3143"
1924,"Nieuwe-Tonge","3144"
1924,"Sommelsdijk","3145"
1924,"Stad aan 't Haringvliet","3146"
420,"Abbekerk","3147"
420,"Benningbroek","3148"
420,"Hauwert","3149"
420,"Lambertschaag","3150"
420,"Medemblik","3151"
420,"Midwoud","3152"
420,"Nibbixwoud","3153"
420,"Oostwoud","3154"
420,"Opperdoes","3155"
420,"Sijbekarspel","3156"
420,"Twisk","3157"
420,"Wognum","3158"
420,"Zwaagdijk-West","3159"
1690,"Alteveer","3160"
1690,"Ansen","3161"
1690,"de Wijk","3162"
1690,"Drogteropslagen","3163"
1690,"Echten","3164"
1690,"Eursinge","3165"
1690,"Kerkenveld","3166"
1721,"Vorstenbosch","3064"
965,"Simpelveld","3065"
965,"Bocholtz","3066"
965,"Baneheide","3067"
718,"Oost-Souburg","1076"
